approved,timestamp,id,name,type,category,sub-category,lat,lng,short_description,description,months,image,tags,likes,dislikes,reports,comments,what_three_words,season,plus_code,link,address,town,area,county,postcode
TRUE,,1,Sydney Gardens Community Orchard,Community Orchard,fruits,tree-fruits,51.385,-2.352,Accessible orchard in Sydney Gardens park.,"Apple, pear and plum trees can be found along the orchard trail within this historic pleasure garden.",8;9;10,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,"apples, pears, plums",0,0,0,,Autumn,,https://www.openstreetmap.org/?mlat=51.385&mlon=-2.352#map=17/51.385/-2.352,Sydney Road,Bath,Bathwick,Bath & North East Somerset,BA2 6NT
TRUE,,2,Widcombe Community Garden,Community Garden,vegetables,urban-growing,51.375,-2.355,Shared edible garden open to all.,"A thriving community garden with raised beds growing seasonal vegetables, salad leaves and herbs. Visitors are welcome to take surplus produce.",5;6;7;8;9,https://images.unsplash.com/photo-1591857177580-dc82b9ac4e1e?w=512&q=80,"vegetables, herbs, salad",0,0,0,,Summer,,https://www.openstreetmap.org/?mlat=51.375&mlon=-2.355#map=17/51.375/-2.355,Widcombe Hill,Bath,Widcombe,Bath & North East Somerset,BA2 6AA
TRUE,,3,Incredible Edible Bath (City Centre Planters),Incredible Edible,vegetables,street-planters,51.381,-2.360,Edible street planters throughout central Bath.,"Community-maintained planters near the Guildhall and Parade Gardens growing herbs, edible flowers and leafy greens.",5;6;7;8;9,https://images.unsplash.com/photo-1591857177580-dc82b9ac4e1e?w=512&q=80,"herbs, edible flowers",0,0,0,,Summer,,https://www.openstreetmap.org/?mlat=51.381&mlon=-2.360#map=17/51.381/-2.360,High Street,Bath,City Centre,Bath & North East Somerset,BA1 5AW
TRUE,,4,Bathampton Meadows Elderberries,Wild Foraging,fruits,riverbank,51.395,-2.325,Elder trees along the River Avon towpath.,Abundant elder trees line the riverside path between Bathampton and Batheaston. Elderflower in June and berries in September.,6;9,https://images.unsplash.com/photo-1502444330042-d1a1ddf9bb5b?w=512&q=80,"elderflower, elderberries",0,0,0,,Summer/Autumn,,https://www.openstreetmap.org/?mlat=51.395&mlon=-2.325#map=17/51.395/-2.325,Bathampton Lane,Bathampton,Bathampton,Bath & North East Somerset,BA2 6SG
TRUE,,5,Prior Park Landscape Garden (Boundary Hedgerows),Wild Foraging,nuts,parkland,51.365,-2.345,Nut trees along the estate boundary paths.,Hazel and walnut trees can be found along the public footpaths bordering the National Trust estate. Access does not require entry to the garden.,9;10,https://images.unsplash.com/photo-1543362906-acfc16c67564?w=512&q=80,"hazelnuts, walnuts",0,0,0,,Autumn,,https://www.openstreetmap.org/?mlat=51.365&mlon=-2.345#map=17/51.365/-2.345,Prior Park Road,Bath,Combe Down,Bath & North East Somerset,BA2 5AH
TRUE,,6,Smallcombe Wood Hazelnuts,Wild Foraging,nuts,woodland,51.375,-2.342,Hazel coppice in ancient Smallcombe Wood.,A beautiful woodland walk with hazel coppice throughout. The nuts are ready to pick in late September and October.,9;10,https://images.unsplash.com/photo-1507750545-0909477b819e?w=512&q=80,hazelnuts,0,0,0,,Autumn,,https://www.openstreetmap.org/?mlat=51.375&mlon=-2.342#map=17/51.375/-2.342,Smallcombe Road,Bath,Bathwick,Bath & North East Somerset,BA2 6AF
TRUE,,7,Primrose Hill Community Orchard,Community Orchard,fruits,tree-fruits,51.398,-2.375,Restored heritage orchard in Primrose Hill park.,A community-managed orchard with heritage apple and pear varieties. Picking events held in autumn; fruit left on the ground is free to take.,8;9;10,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,"apples, pears",0,0,0,,Autumn,,https://www.openstreetmap.org/?mlat=51.398&mlon=-2.375#map=17/51.398/-2.375,Primrose Hill,Bath,Odd Down,Bath & North East Somerset,BA2 2SN
TRUE,,8,Combe Down Wild Plum,Wild Foraging,fruits,woodland,51.352,-2.355,Wild plum and damson trees on the hillside.,A scattering of wild plum and damson trees found along the public footpath on the southern slopes of Combe Down village.,8;9,https://images.unsplash.com/photo-1464306208223-e0b4495a5553?w=512&q=80,"plums, damsons",0,0,0,,Summer/Autumn,,https://www.openstreetmap.org/?mlat=51.352&mlon=-2.355#map=17/51.352/-2.355,North Road,Bath,Combe Down,Bath & North East Somerset,BA2 5EF
TRUE,,9,Kelston Round Hill Sloes,Wild Foraging,fruits,hedgerow,51.405,-2.425,Blackthorn hedgerows on the Cotswold Way.,Dense blackthorn hedges line the Cotswold Way footpath near Kelston Round Hill. Sloes are best picked after the first frost in October.,10;11,https://images.unsplash.com/photo-1464306208223-e0b4495a5553?w=512&q=80,sloes,0,0,0,,Autumn,,https://www.openstreetmap.org/?mlat=51.405&mlon=-2.425#map=17/51.405/-2.425,Cotswold Way,Kelston,Kelston,Bath & North East Somerset,BA1 9AS
TRUE,,10,Bath Community Orchard (Broadmoor Lane),Community Orchard,fruits,tree-fruits,51.358,-2.385,Established community orchard in south Bath.,"A community-run orchard with a wide range of apple, cherry and pear trees. Surplus fruit is available for public picking throughout the season.",7;8;9;10,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,"apples, cherries, pears",0,0,0,,Summer/Autumn,,https://www.openstreetmap.org/?mlat=51.358&mlon=-2.385#map=17/51.358/-2.385,Broadmoor Lane,Bath,Whiteway,Bath & North East Somerset,BA2 2PR
TRUE,,11,River Avon Path Wild Garlic,Wild Foraging,vegetables,riverbank,51.395,-2.425,Wild garlic carpets the riverside woodland.,The wooded riverbank between Bath and Saltford is blanketed in wild garlic in spring. Best before flowering in April.,3;4;5,https://images.unsplash.com/photo-1502444330042-d1a1ddf9bb5b?w=512&q=80,wild garlic,0,0,0,,Spring,,https://www.openstreetmap.org/?mlat=51.395&mlon=-2.425#map=17/51.395/-2.425,Avon Walkway,Saltford,Saltford,Bath & North East Somerset,BS31 3BA
TRUE,,12,Cotswold Way Walnuts (North Stoke),Wild Foraging,nuts,hedgerow,51.415,-2.395,Walnut trees on the Cotswold Way footpath.,Several mature walnut trees grow alongside the Cotswold Way between North Stoke and Wick. Nuts fall from mid-September onwards.,9;10,https://images.unsplash.com/photo-1543362906-acfc16c67564?w=512&q=80,walnuts,0,0,0,,Autumn,,https://www.openstreetmap.org/?mlat=51.415&mlon=-2.395#map=17/51.415/-2.395,Cotswold Way,North Stoke,North Stoke,Bath & North East Somerset,BA1 9AT
TRUE,,13,Odd Down Allotments Surplus Stall,Allotment Surplus,vegetables,allotment,51.362,-2.378,Honesty-box surplus veg from local allotments.,Local allotment holders put out surplus fruit and vegetables on an honesty-box stall at the site entrance throughout the growing season.,6;7;8;9;10,https://images.unsplash.com/photo-1591857177580-dc82b9ac4e1e?w=512&q=80,"vegetables, fruit",0,0,0,,Summer/Autumn,,https://www.openstreetmap.org/?mlat=51.362&mlon=-2.378#map=17/51.362/-2.378,Bloomfield Road,Bath,Odd Down,Bath & North East Somerset,BA2 2BN
TRUE,,14,Lansdown Hill Blackberries,Wild Foraging,fruits,scrubland,51.405,-2.382,Brambles along the open Lansdown hillside.,"Extensive blackberry brambles grow along the public footpaths and field edges crossing Lansdown hill, north of Bath.",8;9,https://images.unsplash.com/photo-1464306208223-e0b4495a5553?w=512&q=80,blackberries,0,0,0,,Summer/Autumn,,https://www.openstreetmap.org/?mlat=51.405&mlon=-2.382#map=17/51.405/-2.382,Lansdown Road,Bath,Lansdown,Bath & North East Somerset,BA1 9BW
TRUE,,15,Incredible Edible Bath (Green Park Station),Incredible Edible,vegetables,street-planters,51.377,-2.369,Edible planters at the old Green Park Station.,Seasonal planters outside the former Green Park Station and the adjoining Saturday market grow herbs and edible greens for public picking.,5;6;7;8;9,https://images.unsplash.com/photo-1591857177580-dc82b9ac4e1e?w=512&q=80,"herbs, greens",0,0,0,,Summer,,https://www.openstreetmap.org/?mlat=51.377&mlon=-2.369#map=17/51.377/-2.369,Green Park Road,Bath,City Centre,Bath & North East Somerset,BA1 1JB
